,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
5860,Brooklyn,40.69341,-73.92266,Entire home/apt,100,15,0,0
5861,Manhattan,40.80469,-73.94594000000001,Entire home/apt,1000,3,38,270
5862,Manhattan,40.75238,-73.9945,Entire home/apt,120,3,18,0
5863,Manhattan,40.83048,-73.9437,Entire home/apt,310,1,64,7
5864,Brooklyn,40.67044,-73.99157,Private room,70,4,91,0
5865,Brooklyn,40.71484,-73.96741999999999,Entire home/apt,195,2,57,15
5866,Brooklyn,40.67484,-73.95751,Entire home/apt,110,2,32,264
5867,Manhattan,40.75062,-73.98246999999999,Entire home/apt,75,30,13,167
5868,Bronx,40.81231,-73.85535,Shared room,45,1,7,365
5869,Manhattan,40.72184,-73.98755,Entire home/apt,165,3,23,0
5870,Queens,40.70463,-73.90132,Entire home/apt,150,2,77,24
5871,Brooklyn,40.65681,-73.9484,Private room,80,1,2,0
5872,Manhattan,40.719120000000004,-73.9863,Entire home/apt,180,2,122,362
5873,Brooklyn,40.68206,-73.95441,Private room,80,2,100,365
5874,Brooklyn,40.707409999999996,-73.92239000000001,Private room,60,3,2,0
5875,Manhattan,40.73341,-73.99489,Entire home/apt,149,1,26,0
5876,Brooklyn,40.69724,-73.94914,Private room,53,1,351,0
5877,Manhattan,40.74092,-73.97816999999999,Entire home/apt,200,7,9,291
5878,Manhattan,40.74305,-73.99733,Entire home/apt,160,2,79,108
5879,Manhattan,40.72833,-73.98917,Private room,199,1,0,0
5880,Manhattan,40.71281,-73.99174000000001,Entire home/apt,140,1,16,0
5881,Manhattan,40.73045,-73.98392,Entire home/apt,199,4,8,232
5882,Manhattan,40.73032,-73.99976,Entire home/apt,190,1,43,3
5883,Brooklyn,40.65031,-74.00239,Entire home/apt,125,2,51,351
5884,Manhattan,40.76051,-73.96083,Entire home/apt,145,3,62,50
5885,Manhattan,40.73046,-73.98808000000001,Entire home/apt,150,3,1,0
5886,Queens,40.7269,-73.83952,Private room,95,2,42,334
5887,Brooklyn,40.70407,-73.93562,Private room,100,1,0,0
5888,Brooklyn,40.67391,-73.9472,Private room,99,1,74,290
5889,Brooklyn,40.7223,-73.94938,Entire home/apt,130,1,43,0
5890,Brooklyn,40.71613,-73.95336,Private room,56,1,1,0
5891,Manhattan,40.73175,-73.99518,Entire home/apt,450,1,1,0
5892,Manhattan,40.80161,-73.94277,Private room,75,1,7,0
5893,Brooklyn,40.69276,-73.9963,Private room,240,2,45,348
5894,Brooklyn,40.7255,-73.9409,Entire home/apt,129,30,1,300
5895,Brooklyn,40.64768,-73.95138,Private room,45,1,5,0
5896,Manhattan,40.7555,-73.99369,Entire home/apt,259,4,25,255
5897,Manhattan,40.78907,-73.94877,Entire home/apt,75,1,107,116
5898,Bronx,40.86809,-73.90201,Private room,37,2,63,305
5899,Brooklyn,40.63621,-73.89407,Entire home/apt,210,3,11,83
5900,Manhattan,40.7492,-73.99847,Entire home/apt,199,2,194,178
5901,Brooklyn,40.68566,-73.96021999999999,Entire home/apt,189,8,33,271
5902,Queens,40.74742,-73.94646999999999,Private room,58,1,33,101
5903,Brooklyn,40.68531,-73.95185,Private room,60,30,44,99
5904,Queens,40.74853,-73.95068,Entire home/apt,190,1,34,182
5905,Brooklyn,40.681470000000004,-73.96488000000001,Entire home/apt,139,2,88,82
5906,Manhattan,40.76502,-73.98931999999999,Entire home/apt,125,1,186,193
5907,Brooklyn,40.716029999999996,-73.9547,Private room,94,2,46,267
5908,Manhattan,40.77254,-73.96193000000001,Entire home/apt,100,2,58,9
5909,Manhattan,40.72607,-73.98867,Private room,149,364,8,90
5910,Manhattan,40.72603,-73.98897,Private room,128,7,15,249
5911,Brooklyn,40.68568,-73.95266,Entire home/apt,160,3,149,303
5912,Brooklyn,40.666509999999995,-73.97922,Entire home/apt,160,31,8,296
5913,Manhattan,40.72627,-73.98915,Private room,110,3,64,14
5914,Brooklyn,40.71436,-73.96361999999999,Entire home/apt,285,3,43,12
5915,Brooklyn,40.6792,-73.90937,Entire home/apt,75,10,2,349
5916,Manhattan,40.740390000000005,-74.00356,Entire home/apt,650,7,6,358
5917,Manhattan,40.81599,-73.94676,Entire home/apt,133,1,20,345
5918,Manhattan,40.73073,-73.98105,Entire home/apt,149,2,36,0
5919,Manhattan,40.78535,-73.94997,Entire home/apt,210,1,0,0
5920,Manhattan,40.78667,-73.96924,Entire home/apt,200,2,56,226
5921,Manhattan,40.74751,-74.00086,Private room,110,6,20,0
5922,Manhattan,40.755790000000005,-73.99154,Entire home/apt,375,3,13,0
5923,Manhattan,40.71845,-73.986,Entire home/apt,95,10,2,0
5924,Manhattan,40.816179999999996,-73.94516999999999,Entire home/apt,94,1,23,316
5925,Brooklyn,40.6631,-73.98603,Entire home/apt,120,3,118,266
5926,Brooklyn,40.711040000000004,-73.95917,Entire home/apt,150,5,1,0
5927,Manhattan,40.739470000000004,-74.00114,Entire home/apt,160,30,6,267
5928,Manhattan,40.808009999999996,-73.9582,Entire home/apt,132,2,9,0
5929,Brooklyn,40.6845,-73.93968000000001,Entire home/apt,102,1,10,4
5930,Brooklyn,40.6933,-73.94976,Entire home/apt,85,1,84,286
5931,Brooklyn,40.691720000000004,-73.9703,Entire home/apt,142,6,2,0
5932,Queens,40.762609999999995,-73.91767,Private room,70,3,2,23
5933,Brooklyn,40.6989,-73.92904,Entire home/apt,200,90,91,365
5934,Brooklyn,40.72603,-73.94147,Entire home/apt,199,30,5,339
5935,Brooklyn,40.65337,-73.91229,Entire home/apt,100,3,62,343
5936,Brooklyn,40.718740000000004,-73.94055,Entire home/apt,123,3,21,0
5937,Brooklyn,40.62677,-73.9326,Entire home/apt,175,2,17,0
5938,Manhattan,40.7681,-73.96018000000001,Private room,100,4,14,0
5939,Manhattan,40.80733,-73.95642,Private room,57,7,3,222
5940,Brooklyn,40.67122,-73.91813,Private room,39,1,153,178
5941,Manhattan,40.8067,-73.95799,Private room,107,6,12,251
5942,Manhattan,40.73956,-73.98774,Entire home/apt,2000,7,0,0
5943,Brooklyn,40.645070000000004,-73.95933000000001,Private room,69,1,33,0
5944,Brooklyn,40.72623,-73.94298,Entire home/apt,137,5,26,344
5945,Manhattan,40.7239,-73.98312,Entire home/apt,150,5,0,0
5946,Manhattan,40.81588,-73.94591,Private room,65,3,1,0
5947,Manhattan,40.790079999999996,-73.94766,Private room,66,4,1,0
5948,Brooklyn,40.68485,-73.9643,Private room,77,14,9,0
5949,Brooklyn,40.67757,-73.96412,Entire home/apt,110,3,8,0
5950,Manhattan,40.735409999999995,-73.98061,Private room,64,26,47,331
5951,Brooklyn,40.63969,-73.89548,Entire home/apt,90,2,112,349
5952,Brooklyn,40.70941,-73.94556,Private room,50,5,0,0
5953,Manhattan,40.7786,-73.95104,Entire home/apt,146,5,21,0
5954,Queens,40.77172,-73.91769000000001,Entire home/apt,200,1,0,0
5955,Queens,40.77774,-73.78376,Entire home/apt,189,3,85,330
5956,Brooklyn,40.677609999999994,-73.97667,Entire home/apt,985,2,20,19
5957,Brooklyn,40.69103,-73.95441,Entire home/apt,285,2,37,0
5958,Brooklyn,40.695840000000004,-73.90794,Entire home/apt,140,3,122,251
5959,Queens,40.752590000000005,-73.94104,Private room,97,2,14,90
5960,Queens,40.7672,-73.91198,Entire home/apt,180,2,7,90
5961,Manhattan,40.72841,-73.98231,Entire home/apt,199,2,10,0
5962,Brooklyn,40.676829999999995,-73.97617,Entire home/apt,220,2,83,253
5963,Manhattan,40.71847,-73.98246,Entire home/apt,180,3,5,226
5964,Brooklyn,40.70874,-73.95439,Entire home/apt,88,14,5,0
5965,Manhattan,40.77859,-73.9816,Entire home/apt,350,4,0,0
5966,Brooklyn,40.70698,-73.95406,Entire home/apt,170,1,141,28
5967,Manhattan,40.72325,-73.98336,Private room,120,14,14,0
5968,Manhattan,40.72242,-73.98262,Private room,105,2,9,0
5969,Brooklyn,40.68288,-73.93678,Entire home/apt,110,2,192,132
5970,Brooklyn,40.63213,-73.94598,Private room,55,4,10,100
5971,Brooklyn,40.71759,-73.95407,Entire home/apt,150,5,7,0
5972,Brooklyn,40.68204,-73.95642,Entire home/apt,180,3,50,365
5973,Brooklyn,40.72668,-73.94728,Entire home/apt,110,2,4,0
5974,Manhattan,40.78,-73.97793,Entire home/apt,160,3,5,0
5975,Manhattan,40.720459999999996,-73.9955,Entire home/apt,215,7,5,0
5976,Queens,40.76575,-73.92092,Private room,75,5,1,0
5977,Manhattan,40.800059999999995,-73.9459,Entire home/apt,200,5,0,0
5978,Manhattan,40.79872,-73.9411,Entire home/apt,120,3,6,279
5979,Manhattan,40.72627,-73.98303,Entire home/apt,198,4,180,269
5980,Brooklyn,40.702529999999996,-73.92898000000001,Private room,60,2,63,352
5981,Brooklyn,40.68578,-73.93965,Entire home/apt,170,3,207,151
5982,Manhattan,40.72902,-73.98814,Entire home/apt,248,6,1,0
5983,Brooklyn,40.68874,-73.99855,Private room,100,8,1,0
5984,Manhattan,40.73858,-74.00145,Entire home/apt,180,2,1,0
5985,Brooklyn,40.69435,-73.91852,Private room,60,2,12,0
5986,Brooklyn,40.69017,-73.93951,Entire home/apt,83,2,88,165
5987,Brooklyn,40.67054,-73.95668,Private room,45,2,1,0
5988,Brooklyn,40.71797,-73.95981,Private room,135,1,1,0
5989,Manhattan,40.71938,-73.98906,Entire home/apt,275,3,0,0
5990,Manhattan,40.724779999999996,-73.97771,Entire home/apt,230,3,12,4
5991,Manhattan,40.71962,-73.98567,Entire home/apt,180,2,178,227
5992,Manhattan,40.787490000000005,-73.97086999999999,Entire home/apt,175,21,1,0
5993,Queens,40.573209999999996,-73.85769,Private room,110,2,1,325
5994,Brooklyn,40.711420000000004,-73.95535,Entire home/apt,160,3,87,302
5995,Brooklyn,40.68708,-73.9577,Entire home/apt,115,2,9,0
5996,Manhattan,40.77126,-73.95483,Shared room,169,2,3,0
5997,Brooklyn,40.70903,-73.9394,Private room,100,1,0,0
5998,Manhattan,40.74111,-73.97951,Entire home/apt,87,30,4,325
5999,Queens,40.77431,-73.9114,Private room,75,1,4,0
6000,Manhattan,40.78568,-73.97698000000001,Entire home/apt,130,1,10,0
6001,Manhattan,40.7322,-74.00423,Entire home/apt,115,30,7,251
6002,Queens,40.7132,-73.84900999999999,Private room,50,1,1,183
6003,Manhattan,40.7659,-73.99543,Entire home/apt,200,2,2,0
6004,Queens,40.71233,-73.84848000000001,Private room,55,1,13,281
6005,Manhattan,40.77626,-73.95246,Entire home/apt,125,1,7,0
6006,Queens,40.75227,-73.95012,Entire home/apt,160,4,79,133
6007,Brooklyn,40.66938,-73.91830999999999,Private room,39,1,158,32
6008,Manhattan,40.760490000000004,-73.99569,Private room,89,4,56,301
6009,Brooklyn,40.632690000000004,-73.90358,Entire home/apt,85,4,60,247
6010,Brooklyn,40.67828,-73.96228,Private room,50,1,4,0
6011,Brooklyn,40.678490000000004,-73.91672,Entire home/apt,229,2,195,254
6012,Manhattan,40.80699,-73.95936999999999,Entire home/apt,130,4,4,0
6013,Queens,40.72891,-73.82588,Entire home/apt,149,3,82,327
6014,Brooklyn,40.66025,-73.9627,Entire home/apt,120,3,3,16
6015,Brooklyn,40.70953,-73.95994,Private room,45,1,1,0
6016,Queens,40.70216,-73.90716,Private room,56,3,45,304
6017,Manhattan,40.778909999999996,-73.9484,Entire home/apt,295,6,0,0
6018,Brooklyn,40.69703,-73.93207,Private room,75,2,53,340
6019,Manhattan,40.851040000000005,-73.93616999999999,Entire home/apt,110,7,0,0
6020,Manhattan,40.78802,-73.95026,Entire home/apt,115,4,68,10
6021,Brooklyn,40.662009999999995,-73.95414,Private room,90,4,12,365
6022,Manhattan,40.71287,-73.98685,Private room,109,3,83,355
6023,Bronx,40.866820000000004,-73.85812,Private room,49,2,42,227
6024,Brooklyn,40.66428,-73.92911,Entire home/apt,100,1,102,243
6025,Manhattan,40.731120000000004,-73.98572,Entire home/apt,295,2,4,0
6026,Brooklyn,40.68039,-74.01729,Entire home/apt,245,1,50,19
6027,Manhattan,40.79765,-73.94022,Private room,79,3,56,90
6028,Manhattan,40.76638,-73.98741,Private room,60,1,22,0
6029,Brooklyn,40.69024,-73.95196999999999,Entire home/apt,125,3,7,0
6030,Brooklyn,40.69787,-73.93202,Private room,55,1,8,0
6031,Manhattan,40.765640000000005,-73.98013,Private room,425,7,1,0
6032,Brooklyn,40.65783,-73.97501,Entire home/apt,150,14,1,0
6033,Brooklyn,40.693670000000004,-73.93981,Entire home/apt,130,5,0,0
6034,Manhattan,40.773709999999994,-73.95007,Entire home/apt,250,1,0,0
6035,Brooklyn,40.65339,-73.962,Private room,49,3,7,0
6036,Manhattan,40.72801,-73.98336,Entire home/apt,250,3,0,0
6037,Manhattan,40.79913,-73.95931999999999,Private room,97,2,114,363
6038,Manhattan,40.804790000000004,-73.9529,Entire home/apt,115,1,8,0
6039,Manhattan,40.80188,-73.96808,Entire home/apt,200,2,22,0
6040,Manhattan,40.782779999999995,-73.9482,Entire home/apt,250,30,4,311
6041,Manhattan,40.78368,-73.94941999999999,Entire home/apt,200,30,8,336
6042,Brooklyn,40.67099,-73.98791,Entire home/apt,160,1,323,211
6043,Manhattan,40.81613,-73.93765,Entire home/apt,90,30,20,249
6044,Brooklyn,40.68499,-73.97403,Entire home/apt,239,3,19,257
6045,Manhattan,40.85083,-73.94093000000001,Entire home/apt,290,4,21,193
6046,Brooklyn,40.67734,-73.96814,Entire home/apt,150,6,5,0
6047,Brooklyn,40.72951,-73.95525,Private room,55,1,75,173
6048,Brooklyn,40.66421,-73.98706,Entire home/apt,380,4,7,62
6049,Brooklyn,40.70789,-73.94811,Entire home/apt,120,2,19,11
6050,Brooklyn,40.68858,-73.95225,Entire home/apt,200,7,0,0
6051,Brooklyn,40.68592,-73.99285,Private room,188,2,0,0
6052,Brooklyn,40.69175,-73.92834,Entire home/apt,103,2,5,211
6053,Queens,40.71873,-73.80324,Entire home/apt,64,2,192,234
6054,Manhattan,40.72847,-73.98682,Entire home/apt,195,5,3,0
6055,Manhattan,40.74726,-74.00213000000001,Shared room,70,2,126,309
6056,Manhattan,40.80066,-73.95147,Entire home/apt,150,2,36,0
6057,Manhattan,40.73191,-74.00679000000001,Entire home/apt,300,3,0,0
6058,Brooklyn,40.66063,-73.98894,Entire home/apt,60,1,0,0
6059,Brooklyn,40.66825,-73.95304,Private room,150,7,21,292
6060,Manhattan,40.72144,-73.99435,Private room,105,1,102,362
6061,Manhattan,40.74635,-73.99604000000001,Entire home/apt,360,3,28,128
6062,Manhattan,40.80743,-73.95663,Private room,165,2,6,363
6063,Manhattan,40.739740000000005,-73.99985,Entire home/apt,325,2,19,0
6064,Manhattan,40.72607,-73.98045,Private room,105,2,9,191
6065,Manhattan,40.86626,-73.92543,Private room,57,4,0,4
6066,Manhattan,40.726240000000004,-73.99018000000001,Private room,100,6,10,200
6067,Brooklyn,40.68687,-73.94518000000001,Entire home/apt,129,2,179,285
6068,Manhattan,40.822720000000004,-73.94941999999999,Entire home/apt,229,5,38,332
6069,Brooklyn,40.69181,-73.95952,Private room,64,1,14,0
6070,Brooklyn,40.7026,-73.92787,Entire home/apt,100,3,4,0
6071,Manhattan,40.72169,-73.98773,Entire home/apt,99,30,21,52
6072,Manhattan,40.79795,-73.96175,Entire home/apt,300,30,4,310
6073,Brooklyn,40.66483,-73.98892,Private room,84,2,11,87
6074,Brooklyn,40.638259999999995,-73.96815,Entire home/apt,125,3,6,0
6075,Brooklyn,40.67512,-73.96146,Private room,50,1,0,0
6076,Manhattan,40.736340000000006,-74.00841,Entire home/apt,200,2,9,0
6077,Manhattan,40.73577,-73.98455,Entire home/apt,350,1,0,0
6078,Manhattan,40.77783,-73.9815,Entire home/apt,80,30,5,180
6079,Manhattan,40.81693,-73.95421,Private room,180,1,26,0
6080,Bronx,40.82636,-73.92655,Entire home/apt,105,30,18,52
6081,Brooklyn,40.697959999999995,-73.93124,Entire home/apt,200,7,0,0
6082,Brooklyn,40.63395,-73.94771999999999,Entire home/apt,100,2,1,363
6083,Queens,40.69947,-73.82795,Entire home/apt,90,30,11,189
6084,Manhattan,40.762209999999996,-73.99028,Entire home/apt,160,1,8,0
6085,Brooklyn,40.71909,-73.95897,Entire home/apt,250,2,103,315
6086,Manhattan,40.81071,-73.94433000000001,Entire home/apt,115,2,84,50
6087,Manhattan,40.774809999999995,-73.95562,Entire home/apt,250,2,0,0
6088,Manhattan,40.7982,-73.97119,Entire home/apt,130,5,9,0
6089,Manhattan,40.730140000000006,-74.00754,Private room,159,2,150,54
6090,Brooklyn,40.68653,-73.96412,Entire home/apt,110,3,189,268
6091,Brooklyn,40.70112,-73.91201,Private room,60,3,4,0
6092,Bronx,40.87829,-73.89336999999999,Private room,57,3,20,311
6093,Brooklyn,40.663470000000004,-73.98438,Entire home/apt,180,1,7,0
6094,Brooklyn,40.69725,-73.94908000000001,Entire home/apt,250,1,4,165
6095,Manhattan,40.79849,-73.93843000000001,Private room,92,3,48,115
6096,Manhattan,40.72421,-73.99304000000001,Entire home/apt,195,3,66,0
6097,Bronx,40.868140000000004,-73.85874,Private room,47,2,97,262
6098,Manhattan,40.71331,-73.98189,Entire home/apt,175,3,2,0
6099,Manhattan,40.73066,-74.00371,Entire home/apt,175,1,0,0
6100,Manhattan,40.78962,-73.97718,Entire home/apt,165,2,9,0
6101,Brooklyn,40.6489,-73.96374,Private room,79,3,35,336
6102,Manhattan,40.74998,-73.99772,Entire home/apt,345,7,95,13
6103,Brooklyn,40.71156,-73.95826,Private room,80,2,108,4
6104,Manhattan,40.805209999999995,-73.94519,Entire home/apt,300,4,143,204
6105,Manhattan,40.71777,-73.99011,Entire home/apt,325,4,0,0
6106,Manhattan,40.735490000000006,-73.98311,Entire home/apt,249,1,0,0
6107,Manhattan,40.75607,-73.98593000000001,Entire home/apt,699,6,186,254
6108,Bronx,40.8423,-73.87055,Private room,25,30,6,219
6109,Manhattan,40.755309999999994,-73.99945,Entire home/apt,195,1,136,203
6110,Manhattan,40.8002,-73.94079,Entire home/apt,165,2,146,277
6111,Manhattan,40.788340000000005,-73.9472,Private room,65,2,219,35
6112,Manhattan,40.77706,-73.98406999999999,Entire home/apt,550,4,0,0
6113,Manhattan,40.810559999999995,-73.94627,Entire home/apt,149,3,28,329
6114,Queens,40.746809999999996,-73.94586,Entire home/apt,225,1,1,0
6115,Brooklyn,40.712340000000005,-73.94158,Entire home/apt,135,2,0,0
6116,Manhattan,40.72736,-74.00192,Entire home/apt,495,30,159,129
6117,Manhattan,40.71759,-73.9922,Entire home/apt,200,2,23,0
6118,Brooklyn,40.682559999999995,-73.94326,Entire home/apt,125,3,24,69
6119,Queens,40.69945,-73.90651,Entire home/apt,95,4,44,271
6120,Brooklyn,40.68339,-73.9422,Entire home/apt,135,3,15,89
6121,Brooklyn,40.69815,-73.93616,Entire home/apt,120,3,4,157
6122,Brooklyn,40.66767,-73.9828,Entire home/apt,160,14,1,36
6123,Brooklyn,40.71498,-73.96437,Entire home/apt,225,2,0,0
6124,Brooklyn,40.7188,-73.95775,Private room,139,2,6,36
6125,Manhattan,40.77473,-73.94859,Private room,69,2,11,240
6126,Brooklyn,40.68622,-73.92508000000001,Private room,100,30,2,7
6127,Manhattan,40.80743,-73.94256,Private room,71,3,211,6
6128,Manhattan,40.7373,-73.98392,Private room,250,1,4,365
6129,Brooklyn,40.71594,-73.95649,Private room,70,2,15,0
6130,Manhattan,40.729079999999996,-73.97901,Entire home/apt,225,1,0,0
6131,Manhattan,40.70388,-74.00633,Entire home/apt,170,1,2,0
6132,Brooklyn,40.62598,-73.92509,Entire home/apt,125,3,2,161
6133,Brooklyn,40.68488,-73.91225,Entire home/apt,139,2,190,218
6134,Queens,40.76063,-73.92801,Private room,69,1,0,0
6135,Manhattan,40.78137,-73.98183,Entire home/apt,199,2,19,0
6136,Manhattan,40.72724,-73.98639,Entire home/apt,175,1,2,0
6137,Brooklyn,40.683479999999996,-73.98087,Entire home/apt,120,3,3,0
6138,Manhattan,40.70428,-74.00952,Private room,100,5,2,0
6139,Manhattan,40.736470000000004,-73.99814,Private room,150,1,0,0
6140,Brooklyn,40.712559999999996,-73.94188,Entire home/apt,100,8,14,0
6141,Manhattan,40.73604,-74.0056,Entire home/apt,130,30,1,0
6142,Manhattan,40.72347,-73.98116,Entire home/apt,150,5,0,0
6143,Brooklyn,40.65188,-74.00610999999999,Private room,50,30,2,0
6144,Brooklyn,40.64617,-73.97018,Private room,80,2,11,0
6145,Manhattan,40.73474,-74.00867,Entire home/apt,250,2,0,0
6146,Brooklyn,40.684,-73.95002,Entire home/apt,227,1,17,362
6147,Manhattan,40.82257,-73.94543,Entire home/apt,300,5,91,288
6148,Manhattan,40.77998,-73.98461999999999,Entire home/apt,130,2,17,2
6149,Manhattan,40.788779999999996,-73.97386,Entire home/apt,225,30,17,179
6150,Manhattan,40.74685,-73.97598,Entire home/apt,149,2,1,0
6151,Manhattan,40.75005,-73.99718,Entire home/apt,320,3,0,0
6152,Manhattan,40.837140000000005,-73.93713000000001,Private room,75,1,9,0
6153,Brooklyn,40.64687,-73.98182,Entire home/apt,115,7,6,183
6154,Manhattan,40.73325,-73.98789000000001,Private room,97,3,64,0
6155,Manhattan,40.802040000000005,-73.95656,Shared room,80,1,0,59
6156,Manhattan,40.7671,-73.96968000000001,Entire home/apt,275,2,20,0
6157,Brooklyn,40.667629999999996,-73.98156,Entire home/apt,163,4,58,132
6158,Bronx,40.87896,-73.84978000000001,Private room,55,28,27,338
6159,Brooklyn,40.6771,-73.95994,Private room,75,2,2,0
6160,Brooklyn,40.69059,-73.97853,Entire home/apt,110,5,0,0
6161,Manhattan,40.73553,-74.00546,Entire home/apt,247,2,21,173
6162,Manhattan,40.76885,-73.98254,Entire home/apt,180,14,0,0
6163,Manhattan,40.82412,-73.93871999999999,Private room,69,1,22,365
6164,Manhattan,40.73984,-74.0006,Entire home/apt,150,30,7,339
6165,Manhattan,40.73505,-73.98212,Entire home/apt,140,30,9,344
6166,Manhattan,40.73277,-74.00413,Entire home/apt,205,2,6,0
6167,Manhattan,40.78294,-73.98474,Entire home/apt,148,3,35,207
6168,Manhattan,40.79994,-73.97001,Private room,299,1,1,88
6169,Manhattan,40.830890000000004,-73.94125,Private room,49,3,3,0
6170,Manhattan,40.826240000000006,-73.94527,Entire home/apt,150,30,1,244
6171,Manhattan,40.799170000000004,-73.93995,Entire home/apt,195,2,0,0
6172,Brooklyn,40.69213,-73.92371,Private room,80,1,4,342
6173,Brooklyn,40.694140000000004,-73.93467,Private room,68,5,81,83
6174,Brooklyn,40.69454,-73.93427,Private room,72,5,89,322
6175,Manhattan,40.82014,-73.95433,Private room,97,2,146,83
6176,Queens,40.74236,-73.95640999999999,Entire home/apt,170,2,84,178
6177,Manhattan,40.83335,-73.94048000000001,Entire home/apt,67,74,7,251
6178,Queens,40.763690000000004,-73.91601,Entire home/apt,80,1,3,0
6179,Manhattan,40.85181,-73.93824000000001,Private room,29,7,0,0
6180,Manhattan,40.71452,-73.9871,Private room,120,3,66,295
6181,Brooklyn,40.62403,-73.9618,Private room,100,1,0,0
6182,Manhattan,40.866440000000004,-73.92676999999999,Private room,250,3,18,336
6183,Manhattan,40.73337,-73.98828,Private room,200,2,109,336
6184,Brooklyn,40.666940000000004,-73.99299,Private room,90,1,0,0
